	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d
	Gaitway.Time	Gaitway.Speed	Gaitway.Grade	Gaitway.GRFx	Gaitway.GRFy	Gaitway.GRFz	Gaitway.CoPx	Gaitway.CoPy	Gaitway.Mx	Gaitway.My	Gaitway.Mz	Gaitway.Tz	Gaitway.FxL	Gaitway.FyL	Gaitway.FzL	Gaitway.CoPxL	Gaitway.CoPyL	Gaitway.FxR	Gaitway.FyR	Gaitway.FzR	Gaitway.CoPxR	Gaitway.CoPyR
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
94	0.094	0.0	0.0	-0.2597	-2.9797	789.9383	0.5658	0.8682	685.8429	-446.9679	-1.4232	0.0373										
95	0.095	0.0	0.0	-0.2623	-2.9532	789.9067	0.5658	0.8682	685.8122	-446.9346	-1.4093	0.0338										
96	0.096	0.0	0.0	-0.2644	-2.9259	789.8754	0.5658	0.8682	685.7818	-446.9018	-1.3959	0.03										
97	0.097	0.0	0.0	-0.2661	-2.8979	789.8442	0.5658	0.8682	685.7516	-446.8693	-1.3827	0.0258										
98	0.098	0.0	0.0	-0.2674	-2.8693	789.813	0.5658	0.8682	685.7215	-446.8371	-1.3697	0.0214										
99	0.099	0.0	0.0	-0.2685	-2.8403	789.7817	0.5657	0.8682	685.6911	-446.8052	-1.3568	0.0169										
100	0.1	0.0	0.0	-0.2696	-2.8111	789.7503	0.5657	0.8682	685.6606	-446.7734	-1.3439	0.0123										
101	0.101	0.0	0.0	-0.2706	-2.7816	789.7185	0.5657	0.8682	685.6297	-446.7418	-1.3309	0.0077										
102	0.102	0.0	0.0	-0.2718	-2.7521	789.6864	0.5657	0.8682	685.5984	-446.7103	-1.3177	0.0031										
103	0.103	0.0	0.0	-0.2733	-2.7227	789.6539	0.5657	0.8682	685.5666	-446.6787	-1.3042	-0.0013										
104	0.104	0.0	0.0	-0.2752	-2.6936	789.6208	0.5656	0.8682	685.5345	-446.647	-1.2904	-0.0057										
105	0.105	0.0	0.0	-0.2775	-2.6647	789.5872	0.5656	0.8682	685.502	-446.6152	-1.2761	-0.0099										
106	0.106	0.0	0.0	-0.2805	-2.6361	789.5531	0.5656	0.8682	685.4691	-446.5832	-1.2614	-0.0138										
107	0.107	0.0	0.0	-0.2841	-2.6081	789.5182	0.5656	0.8682	685.4358	-446.5509	-1.2461	-0.0176										
108	0.108	0.0	0.0	-0.2885	-2.5806	789.4827	0.5656	0.8682	685.4022	-446.5181	-1.2302	-0.0211										
109	0.109	0.0	0.0	-0.2936	-2.5536	789.4464	0.5656	0.8682	685.3683	-446.485	-1.2138	-0.0244										
110	0.11	0.0	0.0	-0.2996	-2.5273	789.4093	0.5656	0.8682	685.3341	-446.4513	-1.1967	-0.0275										
111	0.111	0.0	0.0	-0.3064	-2.5017	789.3713	0.5655	0.8682	685.2995	-446.417	-1.1791	-0.0303										
112	0.112	0.0	0.0	-0.3141	-2.4768	789.3323	0.5655	0.8682	685.2645	-446.3821	-1.1609	-0.0329										
113	0.113	0.0	0.0	-0.3226	-2.4526	789.2924	0.5655	0.8682	685.2289	-446.3464	-1.1421	-0.0352										
114	0.114	0.0	0.0	-0.332	-2.4291	789.2513	0.5655	0.8682	685.1927	-446.31	-1.1227	-0.0373										
115	0.115	0.0	0.0	-0.3421	-2.4064	789.2091	0.5655	0.8682	685.1557	-446.2726	-1.1029	-0.0392										
116	0.116	0.0	0.0	-0.353	-2.3845	789.1657	0.5655	0.8682	685.1177	-446.2344	-1.0826	-0.0408										
117	0.117	0.0	0.0	-0.3646	-2.3634	789.1209	0.5654	0.8682	685.0785	-446.1951	-1.0619	-0.0421										
118	0.118	0.0	0.0	-0.3768	-2.3431	789.0748	0.5654	0.8682	685.0381	-446.1549	-1.0409	-0.0432										
119	0.119	0.0	0.0	-0.3896	-2.3235	789.0274	0.5654	0.8682	684.9961	-446.1137	-1.0196	-0.0441										
120	0.12	0.0	0.0	-0.4029	-2.3047	788.9785	0.5654	0.8682	684.9525	-446.0714	-0.9981	-0.0448										
121	0.121	0.0	0.0	-0.4165	-2.2867	788.9283	0.5654	0.8681	684.9072	-446.0282	-0.9765	-0.0452										
122	0.122	0.0	0.0	-0.4304	-2.2695	788.8767	0.5653	0.8681	684.86	-445.9839	-0.9548	-0.0455										
123	0.123	0.0	0.0	-0.4446	-2.2529	788.8239	0.5653	0.8681	684.811	-445.9387	-0.9332	-0.0455										
124	0.124	0.0	0.0	-0.4589	-2.2371	788.7699	0.5653	0.8681	684.7603	-445.8926	-0.9117	-0.0454										
125	0.125	0.0	0.0	-0.4733	-2.222	788.7149	0.5653	0.8681	684.7078	-445.8458	-0.8904	-0.0452										
126	0.126	0.0	0.0	-0.4877	-2.2075	788.659	0.5653	0.8681	684.6538	-445.7982	-0.8693	-0.0449										
127	0.127	0.0	0.0	-0.502	-2.1937	788.6025	0.5652	0.8681	684.5985	-445.75	-0.8486	-0.0445										
128	0.128	0.0	0.0	-0.5162	-2.1803	788.5456	0.5652	0.8681	684.5422	-445.7014	-0.8283	-0.044										
129	0.129	0.0	0.0	-0.5302	-2.1675	788.4886	0.5652	0.8681	684.4852	-445.6525	-0.8085	-0.0436										
130	0.13	0.0	0.0	-0.5439	-2.1552	788.4317	0.5652	0.8681	684.4279	-445.6034	-0.7892	-0.0432										
131	0.131	0.0	0.0	-0.5573	-2.1432	788.3752	0.5652	0.8681	684.3707	-445.5542	-0.7704	-0.043										
132	0.132	0.0	0.0	-0.5704	-2.1316	788.3193	0.5651	0.8681	684.3139	-445.5052	-0.7523	-0.0428										
133	0.133	0.0	0.0	-0.5831	-2.1202	788.2645	0.5651	0.8681	684.2581	-445.4565	-0.7348	-0.0428										
134	0.134	0.0	0.0	-0.5955	-2.1091	788.2108	0.5651	0.868	684.2036	-445.4081	-0.7178	-0.0429										
135	0.135	0.0	0.0	-0.6075	-2.0982	788.1586	0.5651	0.868	684.1507	-445.3603	-0.7015	-0.0432										
136	0.136	0.0	0.0	-0.6191	-2.0873	788.1081	0.565	0.868	684.0998	-445.3132	-0.6858	-0.0438										
137	0.137	0.0	0.0	-0.6304	-2.0766	788.0595	0.565	0.868	684.051	-445.2668	-0.6706	-0.0445										
138	0.138	0.0	0.0	-0.6413	-2.0659	788.0128	0.565	0.868	684.0047	-445.2213	-0.6559	-0.0454										
139	0.139	0.0	0.0	-0.6518	-2.0552	787.9683	0.565	0.868	683.9609	-445.1767	-0.6417	-0.0464										
140	0.14	0.0	0.0	-0.6621	-2.0446	787.9259	0.5649	0.868	683.9197	-445.133	-0.6279	-0.0475										
141	0.141	0.0	0.0	-0.672	-2.034	787.8857	0.5649	0.868	683.8809	-445.0904	-0.6144	-0.0487										
142	0.142	0.0	0.0	-0.6818	-2.0235	787.8476	0.5649	0.868	683.8446	-445.0488	-0.6013	-0.05										
143	0.143	0.0	0.0	-0.6912	-2.0131	787.8117	0.5649	0.868	683.8105	-445.0083	-0.5883	-0.0511										
144	0.144	0.0	0.0	-0.7005	-2.0028	787.7778	0.5648	0.868	683.7784	-444.9688	-0.5755	-0.0522										
145	0.145	0.0	0.0	-0.7096	-1.9928	787.7459	0.5648	0.868	683.7481	-444.9303	-0.5628	-0.0531										
146	0.146	0.0	0.0	-0.7184	-1.9831	787.7159	0.5648	0.868	683.7193	-444.8929	-0.5502	-0.0538										
147	0.147	0.0	0.0	-0.7272	-1.9738	787.6876	0.5648	0.868	683.6916	-444.8565	-0.5377	-0.0542										
148	0.148	0.0	0.0	-0.7357	-1.9649	787.6609	0.5647	0.868	683.6648	-444.8211	-0.5253	-0.0542										
149	0.149	0.0	0.0	-0.744	-1.9566	787.6359	0.5647	0.868	683.6386	-444.7867	-0.513	-0.0539										
150	0.15	0.0	0.0	-0.7522	-1.9489	787.6123	0.5647	0.868	683.6128	-444.7533	-0.5008	-0.0531										
151	0.151	0.0	0.0	-0.76	-1.942	787.5902	0.5647	0.8679	683.5872	-444.721	-0.4889	-0.052										
152	0.152	0.0	0.0	-0.7676	-1.9359	787.5695	0.5646	0.8679	683.5616	-444.6897	-0.4773	-0.0504										
153	0.153	0.0	0.0	-0.7748	-1.9306	787.5502	0.5646	0.8679	683.5361	-444.6596	-0.466	-0.0485										
154	0.154	0.0	0.0	-0.7816	-1.9262	787.5325	0.5646	0.8679	683.5106	-444.6306	-0.4553	-0.0461										
155	0.155	0.0	0.0	-0.7879	-1.9229	787.5163	0.5646	0.8679	683.4851	-444.6028	-0.4452	-0.0434										
156	0.156	0.0	0.0	-0.7937	-1.9205	787.5019	0.5645	0.8679	683.4599	-444.5764	-0.4358	-0.0405										
157	0.157	0.0	0.0	-0.7988	-1.919	787.4892	0.5645	0.8679	683.4351	-444.5513	-0.4274	-0.0373										
158	0.158	0.0	0.0	-0.8032	-1.9186	787.4786	0.5645	0.8678	683.411	-444.5277	-0.4199	-0.034										
159	0.159	0.0	0.0	-0.8069	-1.9191	787.47	0.5645	0.8678	683.3878	-444.5058	-0.4136	-0.0306										
160	0.16	0.0	0.0	-0.8097	-1.9204	787.4639	0.5645	0.8678	683.366	-444.4855	-0.4086	-0.0273										
161	0.161	0.0	0.0	-0.8116	-1.9226	787.4602	0.5644	0.8678	683.3458	-444.467	-0.4049	-0.024										
162	0.162	0.0	0.0	-0.8126	-1.9255	787.4592	0.5644	0.8678	683.3276	-444.4503	-0.4025	-0.0209										
163	0.163	0.0	0.0	-0.8127	-1.9291	787.4611	0.5644	0.8677	683.3117	-444.4356	-0.4016	-0.0181										
164	0.164	0.0	0.0	-0.8117	-1.9331	787.466	0.5644	0.8677	683.2984	-444.423	-0.4022	-0.0155										
165	0.165	0.0	0.0	-0.8098	-1.9376	787.474	0.5644	0.8677	683.2879	-444.4124	-0.4041	-0.0133										
166	0.166	0.0	0.0	-0.807	-1.9424	787.4851	0.5643	0.8677	683.2805	-444.4039	-0.4075	-0.0115										
167	0.167	0.0	0.0	-0.8032	-1.9473	787.4995	0.5643	0.8677	683.2763	-444.3975	-0.4121	-0.0101										
168	0.168	0.0	0.0	-0.7985	-1.9523	787.5171	0.5643	0.8676	683.2753	-444.3932	-0.4179	-0.009										
169	0.169	0.0	0.0	-0.7931	-1.9573	787.5379	0.5643	0.8676	683.2777	-444.391	-0.4246	-0.0083										
170	0.17	0.0	0.0	-0.787	-1.962	787.5619	0.5643	0.8676	683.2833	-444.3908	-0.4323	-0.008										
171	0.171	0.0	0.0	-0.7804	-1.9665	787.5888	0.5642	0.8676	683.2921	-444.3926	-0.4405	-0.008										
172	0.172	0.0	0.0	-0.7732	-1.9706	787.6186	0.5642	0.8676	683.304	-444.3963	-0.4493	-0.0082										
173	0.173	0.0	0.0	-0.7658	-1.9743	787.6512	0.5642	0.8675	683.3187	-444.4018	-0.4582	-0.0086										
174	0.174	0.0	0.0	-0.7581	-1.9774	787.6862	0.5642	0.8675	683.3361	-444.409	-0.4671	-0.0091										
175	0.175	0.0	0.0	-0.7504	-1.9799	787.7235	0.5642	0.8675	683.3559	-444.4177	-0.4758	-0.0097										
176	0.176	0.0	0.0	-0.7428	-1.9818	787.7629	0.5642	0.8675	683.3778	-444.4278	-0.484	-0.0103										
177	0.177	0.0	0.0	-0.7354	-1.9829	787.8041	0.5641	0.8675	683.4017	-444.4391	-0.4915	-0.0108										
178	0.178	0.0	0.0	-0.7284	-1.9832	787.847	0.5641	0.8675	683.4273	-444.4517	-0.4982	-0.0112										
179	0.179	0.0	0.0	-0.7219	-1.9827	787.8911	0.5641	0.8674	683.4543	-444.4651	-0.5038	-0.0115										
180	0.18	0.0	0.0	-0.716	-1.9814	787.9363	0.5641	0.8674	683.4825	-444.4794	-0.5082	-0.0115										
181	0.181	0.0	0.0	-0.7108	-1.9791	787.9824	0.5641	0.8674	683.5119	-444.4944	-0.5112	-0.0114										
182	0.182	0.0	0.0	-0.7064	-1.9759	788.0291	0.5641	0.8674	683.5421	-444.5099	-0.5129	-0.011										
183	0.183	0.0	0.0	-0.7029	-1.9718	788.0763	0.5641	0.8674	683.5732	-444.5258	-0.5131	-0.0105										
184	0.184	0.0	0.0	-0.7003	-1.9668	788.1236	0.5641	0.8674	683.6049	-444.5418	-0.5117	-0.0098										
185	0.185	0.0	0.0	-0.6987	-1.9608	788.1708	0.564	0.8674	683.6372	-444.558	-0.5089	-0.009										
186	0.186	0.0	0.0	-0.698	-1.9538	788.2178	0.564	0.8674	683.6701	-444.574	-0.5046	-0.0081										
187	0.187	0.0	0.0	-0.6983	-1.9459	788.2644	0.564	0.8674	683.7034	-444.5898	-0.4989	-0.0071										
188	0.188	0.0	0.0	-0.6996	-1.937	788.3103	0.564	0.8673	683.7371	-444.6052	-0.4919	-0.0062										
189	0.189	0.0	0.0	-0.7018	-1.9273	788.3553	0.564	0.8673	683.7711	-444.62	-0.4836	-0.0054										
190	0.19	0.0	0.0	-0.7049	-1.9167	788.3992	0.564	0.8673	683.8052	-444.6342	-0.4743	-0.0047										
191	0.191	0.0	0.0	-0.7087	-1.9053	788.4419	0.564	0.8673	683.8394	-444.6475	-0.464	-0.0042										
192	0.192	0.0	0.0	-0.7134	-1.8932	788.4831	0.5639	0.8673	683.8734	-444.6598	-0.4528	-0.0039										
193	0.193	0.0	0.0	-0.7187	-1.8804	788.5225	0.5639	0.8673	683.9071	-444.6709	-0.441	-0.0039										
194	0.194	0.0	0.0	-0.7247	-1.8671	788.56	0.5639	0.8673	683.9402	-444.6808	-0.4286	-0.0042										
195	0.195	0.0	0.0	-0.7312	-1.8535	788.5954	0.5639	0.8673	683.9725	-444.6893	-0.4158	-0.0048										
196	0.196	0.0	0.0	-0.7383	-1.8395	788.6285	0.5639	0.8673	684.0036	-444.6963	-0.4027	-0.0058										
197	0.197	0.0	0.0	-0.7457	-1.8254	788.6591	0.5639	0.8673	684.0333	-444.7016	-0.3895	-0.007										
198	0.198	0.0	0.0	-0.7536	-1.8114	788.6871	0.5639	0.8673	684.0612	-444.7053	-0.3762	-0.0085										
199	0.199	0.0	0.0	-0.7618	-1.7975	788.7123	0.5638	0.8673	684.0871	-444.7072	-0.363	-0.0102										
200	0.2	0.0	0.0	-0.7704	-1.784	788.7347	0.5638	0.8674	684.1106	-444.7073	-0.3499	-0.0122										
201	0.201	0.0	0.0	-0.7792	-1.7711	788.7543	0.5638	0.8674	684.1315	-444.7057	-0.337	-0.0143										
202	0.202	0.0	0.0	-0.7884	-1.7588	788.7711	0.5638	0.8674	684.1495	-444.7023	-0.3243	-0.0165										
203	0.203	0.0	0.0	-0.7978	-1.7474	788.7851	0.5638	0.8674	684.1646	-444.6973	-0.312	-0.0188										
204	0.204	0.0	0.0	-0.8074	-1.737	788.7966	0.5638	0.8674	684.1766	-444.6908	-0.3	-0.0211										
205	0.205	0.0	0.0	-0.8174	-1.7278	788.8057	0.5637	0.8674	684.1856	-444.6829	-0.2884	-0.0234										
206	0.206	0.0	0.0	-0.8277	-1.7199	788.8129	0.5637	0.8674	684.1916	-444.6739	-0.2773	-0.0256										
207	0.207	0.0	0.0	-0.8383	-1.7135	788.8184	0.5637	0.8674	684.1948	-444.664	-0.2665	-0.0278										
208	0.208	0.0	0.0	-0.8493	-1.7085	788.8227	0.5637	0.8674	684.1956	-444.6534	-0.2562	-0.0298										
209	0.209	0.0	0.0	-0.8607	-1.7052	788.8264	0.5637	0.8674	684.1942	-444.6427	-0.2464	-0.0317										
210	0.21	0.0	0.0	-0.8724	-1.7035	788.83	0.5637	0.8673	684.1913	-444.632	-0.237	-0.0335										
211	0.211	0.0	0.0	-0.8845	-1.7035	788.8343	0.5636	0.8673	684.1873	-444.6218	-0.2282	-0.0352										
212	0.212	0.0	0.0	-0.897	-1.7052	788.8399	0.5636	0.8673	684.1829	-444.6125	-0.2199	-0.0368										
213	0.213	0.0	0.0	-0.91	-1.7087	788.8475	0.5636	0.8673	684.1789	-444.6047	-0.2121	-0.0383										
214	0.214	0.0	0.0	-0.9233	-1.7137	788.8581	0.5636	0.8673	684.176	-444.5986	-0.2049	-0.0398										
215	0.215	0.0	0.0	-0.9369	-1.7204	788.8723	0.5636	0.8673	684.175	-444.595	-0.1983	-0.0413										
216	0.216	0.0	0.0	-0.9509	-1.7286	788.891	0.5636	0.8673	684.1767	-444.5941	-0.1922	-0.0428										
217	0.217	0.0	0.0	-0.9652	-1.7383	788.915	0.5636	0.8672	684.182	-444.5965	-0.1868	-0.0443										
218	0.218	0.0	0.0	-0.9797	-1.7493	788.9452	0.5635	0.8672	684.1916	-444.6026	-0.1821	-0.0459										
219	0.219	0.0	0.0	-0.9944	-1.7616	788.9821	0.5635	0.8672	684.2062	-444.6129	-0.178	-0.0477										
220	0.22	0.0	0.0	-1.0092	-1.7751	789.0267	0.5635	0.8672	684.2267	-444.6279	-0.1747	-0.0495										
221	0.221	0.0	0.0	-1.0239	-1.7897	789.0795	0.5635	0.8672	684.2536	-444.6478	-0.172	-0.0514										
222	0.222	0.0	0.0	-1.0385	-1.8052	789.1412	0.5635	0.8671	684.2875	-444.6731	-0.1701	-0.0534										
223	0.223	0.0	0.0	-1.0529	-1.8217	789.2122	0.5635	0.8671	684.3289	-444.704	-0.1689	-0.0555										
224	0.224	0.0	0.0	-1.067	-1.8389	789.2931	0.5635	0.8671	684.3783	-444.7409	-0.1686	-0.0576										
225	0.225	0.0	0.0	-1.0807	-1.8569	789.3843	0.5635	0.8671	684.4359	-444.7839	-0.169	-0.0597										
226	0.226	0.0	0.0	-1.0937	-1.8756	789.486	0.5634	0.867	684.5021	-444.8333	-0.1704	-0.0618										
227	0.227	0.0	0.0	-1.1061	-1.895	789.5985	0.5634	0.867	684.5768	-444.8892	-0.1726	-0.0639										
228	0.228	0.0	0.0	-1.1176	-1.9149	789.7218	0.5634	0.867	684.6604	-444.9516	-0.1758	-0.0658										
229	0.229	0.0	0.0	-1.1282	-1.9355	789.8561	0.5634	0.8669	684.7526	-445.0206	-0.18	-0.0675										
230	0.23	0.0	0.0	-1.1376	-1.9566	790.0012	0.5634	0.8669	684.8535	-445.0961	-0.1853	-0.0691										
231	0.231	0.0	0.0	-1.1458	-1.9784	790.1571	0.5634	0.8669	684.963	-445.1781	-0.1917	-0.0704										
232	0.232	0.0	0.0	-1.1527	-2.0007	790.3236	0.5634	0.8668	685.0808	-445.2664	-0.1994	-0.0714										
233	0.233	0.0	0.0	-1.1581	-2.0236	790.5004	0.5634	0.8668	685.2068	-445.3609	-0.2084	-0.0722										
234	0.234	0.0	0.0	-1.1618	-2.0471	790.687	0.5634	0.8668	685.3407	-445.4614	-0.2189	-0.0727										
235	0.235	0.0	0.0	-1.1639	-2.0713	790.8833	0.5634	0.8667	685.4822	-445.5676	-0.231	-0.0729										
236	0.236	0.0	0.0	-1.1641	-2.096	791.0885	0.5634	0.8667	685.631	-445.6793	-0.2447	-0.0728										
237	0.237	0.0	0.0	-1.1624	-2.1213	791.3024	0.5634	0.8667	685.7869	-445.796	-0.2602	-0.0725										
238	0.238	0.0	0.0	-1.1586	-2.1472	791.5242	0.5634	0.8666	685.9494	-445.9176	-0.2776	-0.0721										
239	0.239	0.0	0.0	-1.1528	-2.1737	791.7534	0.5634	0.8666	686.1182	-446.0435	-0.297	-0.0715										
240	0.24	0.0	0.0	-1.1448	-2.2006	791.9894	0.5634	0.8665	686.293	-446.1734	-0.3185	-0.0708										
241	0.241	0.0	0.0	-1.1346	-2.2281	792.2315	0.5634	0.8665	686.4732	-446.307	-0.3422	-0.0702										
242	0.242	0.0	0.0	-1.1222	-2.256	792.4791	0.5634	0.8665	686.6586	-446.4437	-0.3682	-0.0696										
243	0.243	0.0	0.0	-1.1075	-2.2842	792.7313	0.5633	0.8664	686.8486	-446.5832	-0.3964	-0.0692										
244	0.244	0.0	0.0	-1.0905	-2.3128	792.9875	0.5633	0.8664	687.0428	-446.725	-0.427	-0.0689										
245	0.245	0.0	0.0	-1.0714	-2.3416	793.247	0.5633	0.8664	687.2407	-446.8686	-0.4599	-0.069										
246	0.246	0.0	0.0	-1.0501	-2.3705	793.509	0.5633	0.8663	687.4418	-447.0137	-0.4951	-0.0694										
247	0.247	0.0	0.0	-1.0266	-2.3996	793.7729	0.5633	0.8663	687.6454	-447.1599	-0.5326	-0.0702										
248	0.248	0.0	0.0	-1.0012	-2.4287	794.038	0.5633	0.8663	687.8511	-447.3066	-0.5723	-0.0713										
249	0.249	0.0	0.0	-0.9738	-2.4578	794.3034	0.5633	0.8662	688.0582	-447.4535	-0.614	-0.073										
250	0.25	0.0	0.0	-0.9447	-2.4869	794.5687	0.5633	0.8662	688.2661	-447.6003	-0.6577	-0.075										
251	0.251	0.0	0.0	-0.9139	-2.5158	794.8331	0.5633	0.8662	688.4741	-447.7466	-0.7031	-0.0776										
252	0.252	0.0	0.0	-0.8817	-2.5446	795.0962	0.5633	0.8662	688.6817	-447.892	-0.7502	-0.0805										
253	0.253	0.0	0.0	-0.8483	-2.5732	795.3572	0.5633	0.8661	688.8882	-448.0364	-0.7987	-0.0839										
254	0.254	0.0	0.0	-0.8138	-2.6016	795.6159	0.5633	0.8661	689.093	-448.1793	-0.8484	-0.0876										
255	0.255	0.0	0.0	-0.7784	-2.6299	795.8716	0.5633	0.8661	689.2955	-448.3206	-0.899	-0.0917										
256	0.256	0.0	0.0	-0.7425	-2.658	796.1242	0.5633	0.8661	689.4951	-448.4601	-0.9503	-0.0961										
257	0.257	0.0	0.0	-0.7062	-2.6859	796.3731	0.5633	0.866	689.6915	-448.5976	-1.0022	-0.1008										
258	0.258	0.0	0.0	-0.6698	-2.7137	796.6183	0.5633	0.866	689.8842	-448.733	-1.0542	-0.1056										
259	0.259	0.0	0.0	-0.6335	-2.7414	796.8596	0.5633	0.866	690.0728	-448.8663	-1.1062	-0.1106										
260	0.26	0.0	0.0	-0.5976	-2.7689	797.0968	0.5633	0.866	690.2571	-448.9974	-1.158	-0.1158										
261	0.261	0.0	0.0	-0.5623	-2.7963	797.3299	0.5633	0.8659	690.4368	-449.1263	-1.2092	-0.121										
262	0.262	0.0	0.0	-0.5279	-2.8236	797.559	0.5633	0.8659	690.6119	-449.253	-1.2597	-0.1263										
263	0.263	0.0	0.0	-0.4946	-2.8507	797.784	0.5633	0.8659	690.7823	-449.3775	-1.3092	-0.1317										
264	0.264	0.0	0.0	-0.4626	-2.8777	798.0052	0.5633	0.8658	690.9481	-449.5	-1.3575	-0.1371										
265	0.265	0.0	0.0	-0.4323	-2.9045	798.2226	0.5633	0.8658	691.1094	-449.6204	-1.4044	-0.1426										
266	0.266	0.0	0.0	-0.4037	-2.9311	798.4365	0.5633	0.8658	691.2663	-449.7389	-1.4496	-0.1481										
267	0.267	0.0	0.0	-0.3772	-2.9574	798.647	0.5633	0.8657	691.419	-449.8555	-1.493	-0.1538										
268	0.268	0.0	0.0	-0.3529	-2.9834	798.8544	0.5633	0.8657	691.5677	-449.9704	-1.5345	-0.1595										
269	0.269	0.0	0.0	-0.3309	-3.009	799.0587	0.5633	0.8657	691.7128	-450.0836	-1.5737	-0.1653										
270	0.27	0.0	0.0	-0.3116	-3.0342	799.2602	0.5633	0.8656	691.8543	-450.1952	-1.6105	-0.1712										
271	0.271	0.0	0.0	-0.2949	-3.0588	799.459	0.5633	0.8656	691.9926	-450.3053	-1.6449	-0.1772										
272	0.272	0.0	0.0	-0.2811	-3.0828	799.6552	0.5633	0.8655	692.1278	-450.4137	-1.6765	-0.1834										
273	0.273	0.0	0.0	-0.2704	-3.1061	799.8488	0.5633	0.8655	692.2601	-450.5206	-1.7052	-0.1897										
274	0.274	0.0	0.0	-0.2627	-3.1286	800.0398	0.5633	0.8654	692.3895	-450.626	-1.7309	-0.1961										
275	0.275	0.0	0.0	-0.2583	-3.1504	800.2281	0.5633	0.8654	692.5159	-450.7296	-1.7535	-0.2025										
276	0.276	0.0	0.0	-0.2572	-3.1714	800.4135	0.5632	0.8654	692.6395	-450.8314	-1.7727	-0.209										
277	0.277	0.0	0.0	-0.2595	-3.1915	800.5958	0.5632	0.8653	692.7598	-450.9313	-1.7885	-0.2154										
278	0.278	0.0	0.0	-0.2652	-3.2108	800.7746	0.5632	0.8653	692.8768	-451.0291	-1.8007	-0.2217										
279	0.279	0.0	0.0	-0.2744	-3.2293	800.9497	0.5632	0.8652	692.9901	-451.1246	-1.8094	-0.2279										
280	0.28	0.0	0.0	-0.287	-3.247	801.1206	0.5632	0.8652	693.0993	-451.2174	-1.8143	-0.2337										
281	0.281	0.0	0.0	-0.3031	-3.264	801.2867	0.5632	0.8651	693.2039	-451.3074	-1.8154	-0.2392										
282	0.282	0.0	0.0	-0.3226	-3.2803	801.4475	0.5632	0.8651	693.3035	-451.3943	-1.8128	-0.2442										
283	0.283	0.0	0.0	-0.3454	-3.2961	801.6025	0.5632	0.865	693.3975	-451.4777	-1.8063	-0.2487										
284	0.284	0.0	0.0	-0.3715	-3.3115	801.7511	0.5632	0.865	693.4853	-451.5572	-1.7962	-0.2524										
285	0.285	0.0	0.0	-0.4006	-3.3265	801.8925	0.5632	0.8649	693.5664	-451.6327	-1.7824	-0.2554										
286	0.286	0.0	0.0	-0.4328	-3.3413	802.0263	0.5632	0.8649	693.6401	-451.7037	-1.7651	-0.2576										
287	0.287	0.0	0.0	-0.4677	-3.356	802.1518	0.5632	0.8648	693.7061	-451.7699	-1.7444	-0.2588										
288	0.288	0.0	0.0	-0.5051	-3.3707	802.2683	0.5632	0.8648	693.7636	-451.8311	-1.7206	-0.2591										
289	0.289	0.0	0.0	-0.5449	-3.3856	802.3754	0.5632	0.8647	693.8124	-451.8869	-1.6939	-0.2583										
